"urn:cite:fums:msfeatures.2","urn:cite:ecod:codbod25.cb-0025_001r@0.045,0.2552,0.0975,0.1379"
"urn:cite:fums:msfeatures.1","urn:cite:ecod:codbod25.cb-0025_001r@0.0838,0.152,0.6125,0.1304"
"urn:cite:fums:msfeatures.3","urn:cite:ecod:codbod25.cb-0025_001r@0.1051,0.0255,0.024,0.033"
